Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
10.7089	UE  PHY Txed	1070	8	0	1	1	0	SRS
10.7889	UE  PHY Txed	1078	8	0	1	1	0	SRS
10.8689	UE  PHY Txed	1086	8	0	1	1	0	SRS
10.9489	UE  PHY Txed	1094	8	0	1	1	0	SRS
11.0289	UE  PHY Txed	1102	8	0	1	1	0	SRS
11.1089	UE  PHY Txed	1110	8	0	1	1	0	SRS
11.1889	UE  PHY Txed	1118	8	0	1	1	0	SRS
11.2689	UE  PHY Txed	1126	8	0	1	1	0	SRS
11.3489	UE  PHY Txed	1134	8	0	1	1	0	SRS
11.4289	UE  PHY Txed	1142	8	0	1	1	0	SRS
11.5089	UE  PHY Txed	1150	8	0	1	1	0	SRS
11.5889	UE  PHY Txed	1158	8	0	1	1	0	SRS
11.6689	UE  PHY Txed	1166	8	0	1	1	0	SRS
11.7489	UE  PHY Txed	1174	8	0	1	1	0	SRS
11.8289	UE  PHY Txed	1182	8	0	1	1	0	SRS
11.9089	UE  PHY Txed	1190	8	0	1	1	0	SRS
11.9889	UE  PHY Txed	1198	8	0	1	1	0	SRS
12.0689	UE  PHY Txed	1206	8	0	1	1	0	SRS
12.1489	UE  PHY Txed	1214	8	0	1	1	0	SRS
12.2289	UE  PHY Txed	1222	8	0	1	1	0	SRS
12.3089	UE  PHY Txed	1230	8	0	1	1	0	SRS
12.3889	UE  PHY Txed	1238	8	0	1	1	0	SRS
12.4689	UE  PHY Txed	1246	8	0	1	1	0	SRS
12.5029	UE  PHY Txed	1250	2	0	1	0	0	SR
12.5289	UE  PHY Txed	1252	8	0	1	0	0	SR
12.5489	UE  PHY Txed	1254	8	0	1	1	0	SRS
12.5549	UE  PHY Txed	1255	4	0	1	0	0	SR
12.6289	UE  PHY Txed	1262	8	0	1	1	0	SRS
12.7089	UE  PHY Txed	1270	8	0	1	1	0	SRS
12.7889	UE  PHY Txed	1278	8	0	1	1	0	SRS
12.8689	UE  PHY Txed	1286	8	0	1	1	0	SRS
12.9489	UE  PHY Txed	1294	8	0	1	1	0	SRS
13.0289	UE  PHY Txed	1302	8	0	1	1	0	SRS
13.1089	UE  PHY Txed	1310	8	0	1	1	0	SRS
13.1889	UE  PHY Txed	1318	8	0	1	1	0	SRS
13.2689	UE  PHY Txed	1326	8	0	1	1	0	SRS
13.3489	UE  PHY Txed	1334	8	0	1	1	0	SRS
